Date,FY,Period,Entity,Department,Category,Account,CostType,DataType,Amount,Currency
2025-09-30,FY25,2025-09,UK,Product,Travel,5xxx,Indirect,Actual,664.39,GBP
2025-09-30,FY25,2025-09,UK,Engineering,Travel,5xxx,Indirect,Budget,979.2,GBP
2025-09-30,FY25,2025-09,UK,Engineering,Travel,5xxx,Indirect,Actual,996.58,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,Travel,5xxx,Indirect,Budget,456.96,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,Travel,5xxx,Indirect,Actual,465.07,GBP
2025-09-30,FY25,2025-09,UK,Finance,Travel,5xxx,Indirect,Budget,522.24,GBP
2025-09-30,FY25,2025-09,UK,Finance,Travel,5xxx,Indirect,Actual,531.51,GBP
2025-09-30,FY25,2025-09,UK,HR,Travel,5xxx,Indirect,Budget,326.4,GBP
2025-09-30,FY25,2025-09,UK,HR,Travel,5xxx,Indirect,Actual,332.19,GBP
2025-09-30,FY25,2025-09,UK,Sales,Warehousing and Distribution,5xxx,Direct,Budget,2284.8,GBP
2025-09-30,FY25,2025-09,UK,Sales,Warehousing and Distribution,5xxx,Direct,Actual,2221.37,GBP
2025-09-30,FY25,2025-09,UK,Marketing,Warehousing and Distribution,5xxx,Direct,Budget,326.4,GBP
2025-09-30,FY25,2025-09,UK,Marketing,Warehousing and Distribution,5xxx,Direct,Actual,317.34,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,Warehousing and Distribution,5xxx,Direct,Budget,979.2,GBP
2025-09-30,FY25,2025-09,UK,Customer Success,Warehousing and Distribution,5xxx,Direct,Actual,952.01,GBP
2025-09-30,FY25,2025-09,UK,Product,Warehousing and Distribution,5xxx,Direct,Budget,652.8,GBP
2025-09-30,FY25,2025-09,UK,Product,Warehousing and Distribution,5xxx,Direct,Actual,634.68,GBP
2025-09-30,FY25,2025-09,UK,Engineering,Warehousing and Distribution,5xxx,Direct,Budget,979.2,GBP
2025-09-30,FY25,2025-09,UK,Engineering,Warehousing and Distribution,5xxx,Direct,Actual,952.01,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,Warehousing and Distribution,5xxx,Direct,Budget,456.96,GBP
2025-09-30,FY25,2025-09,UK,IT Ops,Warehousing and Distribution,5xxx,Direct,Actual,444.27,GBP
2025-09-30,FY25,2025-09,UK,Finance,Warehousing and Distribution,5xxx,Direct,Budget,522.24,GBP
2025-09-30,FY25,2025-09,UK,Finance,Warehousing and Distribution,5xxx,Direct,Actual,507.74,GBP
2025-09-30,FY25,2025-09,UK,HR,Warehousing and Distribution,5xxx,Direct,Budget,326.4,GBP
2025-09-30,FY25,2025-09,UK,HR,Warehousing and Distribution,5xxx,Direct,Actual,317.34,GBP
2025-10-31,FY25,2025-10,UK,Sales,Cost of Sales,5xxx,Direct,Budget,62294.4,GBP
2025-10-31,FY25,2025-10,UK,Sales,Cost of Sales,5xxx,Direct,Actual,61410.0,GBP
2025-10-31,FY25,2025-10,UK,Marketing,Cost of Sales,5xxx,Direct,Budget,8899.2,GBP
2025-10-31,FY25,2025-10,UK,Marketing,Cost of Sales,5xxx,Direct,Actual,8772.86,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,Cost of Sales,5xxx,Direct,Budget,26697.6,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,Cost of Sales,5xxx,Direct,Actual,26318.57,GBP
2025-10-31,FY25,2025-10,UK,Product,Cost of Sales,5xxx,Direct,Budget,17798.4,GBP
2025-10-31,FY25,2025-10,UK,Product,Cost of Sales,5xxx,Direct,Actual,17545.71,GBP
2025-10-31,FY25,2025-10,UK,Engineering,Cost of Sales,5xxx,Direct,Budget,26697.6,GBP
2025-10-31,FY25,2025-10,UK,Engineering,Cost of Sales,5xxx,Direct,Actual,26318.57,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,Cost of Sales,5xxx,Direct,Budget,12458.88,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,Cost of Sales,5xxx,Direct,Actual,12282.0,GBP
2025-10-31,FY25,2025-10,UK,Finance,Cost of Sales,5xxx,Direct,Budget,14238.72,GBP
2025-10-31,FY25,2025-10,UK,Finance,Cost of Sales,5xxx,Direct,Actual,14036.57,GBP
2025-10-31,FY25,2025-10,UK,HR,Cost of Sales,5xxx,Direct,Budget,8899.2,GBP
2025-10-31,FY25,2025-10,UK,HR,Cost of Sales,5xxx,Direct,Actual,8772.86,GBP
2025-10-31,FY25,2025-10,UK,Sales,Marketing,5xxx,Indirect,Budget,41529.6,GBP
2025-10-31,FY25,2025-10,UK,Sales,Marketing,5xxx,Indirect,Actual,40354.78,GBP
2025-10-31,FY25,2025-10,UK,Marketing,Marketing,5xxx,Indirect,Budget,5932.8,GBP
2025-10-31,FY25,2025-10,UK,Marketing,Marketing,5xxx,Indirect,Actual,5764.97,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,Marketing,5xxx,Indirect,Budget,17798.4,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,Marketing,5xxx,Indirect,Actual,17294.9,GBP
2025-10-31,FY25,2025-10,UK,Product,Marketing,5xxx,Indirect,Budget,11865.6,GBP
2025-10-31,FY25,2025-10,UK,Product,Marketing,5xxx,Indirect,Actual,11529.94,GBP
2025-10-31,FY25,2025-10,UK,Engineering,Marketing,5xxx,Indirect,Budget,17798.4,GBP
2025-10-31,FY25,2025-10,UK,Engineering,Marketing,5xxx,Indirect,Actual,17294.9,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,Marketing,5xxx,Indirect,Budget,8305.92,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,Marketing,5xxx,Indirect,Actual,8070.96,GBP
2025-10-31,FY25,2025-10,UK,Finance,Marketing,5xxx,Indirect,Budget,9492.48,GBP
2025-10-31,FY25,2025-10,UK,Finance,Marketing,5xxx,Indirect,Actual,9223.95,GBP
2025-10-31,FY25,2025-10,UK,HR,Marketing,5xxx,Indirect,Budget,5932.8,GBP
2025-10-31,FY25,2025-10,UK,HR,Marketing,5xxx,Indirect,Actual,5764.97,GBP
2025-10-31,FY25,2025-10,UK,Sales,IT Services,5xxx,Indirect,Budget,13843.2,GBP
2025-10-31,FY25,2025-10,UK,Sales,IT Services,5xxx,Indirect,Actual,13616.19,GBP
2025-10-31,FY25,2025-10,UK,Marketing,IT Services,5xxx,Indirect,Budget,1977.6,GBP
2025-10-31,FY25,2025-10,UK,Marketing,IT Services,5xxx,Indirect,Actual,1945.17,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,IT Services,5xxx,Indirect,Budget,5932.8,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,IT Services,5xxx,Indirect,Actual,5835.51,GBP
2025-10-31,FY25,2025-10,UK,Product,IT Services,5xxx,Indirect,Budget,3955.2,GBP
2025-10-31,FY25,2025-10,UK,Product,IT Services,5xxx,Indirect,Actual,3890.34,GBP
2025-10-31,FY25,2025-10,UK,Engineering,IT Services,5xxx,Indirect,Budget,5932.8,GBP
2025-10-31,FY25,2025-10,UK,Engineering,IT Services,5xxx,Indirect,Actual,5835.51,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,IT Services,5xxx,Indirect,Budget,2768.64,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,IT Services,5xxx,Indirect,Actual,2723.24,GBP
2025-10-31,FY25,2025-10,UK,Finance,IT Services,5xxx,Indirect,Budget,3164.16,GBP
2025-10-31,FY25,2025-10,UK,Finance,IT Services,5xxx,Indirect,Actual,3112.27,GBP
2025-10-31,FY25,2025-10,UK,HR,IT Services,5xxx,Indirect,Budget,1977.6,GBP
2025-10-31,FY25,2025-10,UK,HR,IT Services,5xxx,Indirect,Actual,1945.17,GBP
2025-10-31,FY25,2025-10,UK,Sales,Professional Services,5xxx,Direct,Budget,13843.2,GBP
2025-10-31,FY25,2025-10,UK,Sales,Professional Services,5xxx,Direct,Actual,13777.63,GBP
2025-10-31,FY25,2025-10,UK,Marketing,Professional Services,5xxx,Direct,Budget,1977.6,GBP
2025-10-31,FY25,2025-10,UK,Marketing,Professional Services,5xxx,Direct,Actual,1968.23,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,Professional Services,5xxx,Direct,Budget,5932.8,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,Professional Services,5xxx,Direct,Actual,5904.7,GBP
2025-10-31,FY25,2025-10,UK,Product,Professional Services,5xxx,Direct,Budget,3955.2,GBP
2025-10-31,FY25,2025-10,UK,Product,Professional Services,5xxx,Direct,Actual,3936.47,GBP
2025-10-31,FY25,2025-10,UK,Engineering,Professional Services,5xxx,Direct,Budget,5932.8,GBP
2025-10-31,FY25,2025-10,UK,Engineering,Professional Services,5xxx,Direct,Actual,5904.7,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,Professional Services,5xxx,Direct,Budget,2768.64,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,Professional Services,5xxx,Direct,Actual,2755.53,GBP
2025-10-31,FY25,2025-10,UK,Finance,Professional Services,5xxx,Direct,Budget,3164.16,GBP
2025-10-31,FY25,2025-10,UK,Finance,Professional Services,5xxx,Direct,Actual,3149.17,GBP
2025-10-31,FY25,2025-10,UK,HR,Professional Services,5xxx,Direct,Budget,1977.6,GBP
2025-10-31,FY25,2025-10,UK,HR,Professional Services,5xxx,Direct,Actual,1968.23,GBP
2025-10-31,FY25,2025-10,UK,Sales,Payroll,5xxx,Indirect,Budget,64601.6,GBP
2025-10-31,FY25,2025-10,UK,Sales,Payroll,5xxx,Indirect,Actual,65218.13,GBP
2025-10-31,FY25,2025-10,UK,Marketing,Payroll,5xxx,Indirect,Budget,9228.8,GBP
2025-10-31,FY25,2025-10,UK,Marketing,Payroll,5xxx,Indirect,Actual,9316.88,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,Payroll,5xxx,Indirect,Budget,27686.4,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,Payroll,5xxx,Indirect,Actual,27950.63,GBP
2025-10-31,FY25,2025-10,UK,Product,Payroll,5xxx,Indirect,Budget,18457.6,GBP
2025-10-31,FY25,2025-10,UK,Product,Payroll,5xxx,Indirect,Actual,18633.75,GBP
2025-10-31,FY25,2025-10,UK,Engineering,Payroll,5xxx,Indirect,Budget,27686.4,GBP
2025-10-31,FY25,2025-10,UK,Engineering,Payroll,5xxx,Indirect,Actual,27950.63,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,Payroll,5xxx,Indirect,Budget,12920.32,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,Payroll,5xxx,Indirect,Actual,13043.63,GBP
2025-10-31,FY25,2025-10,UK,Finance,Payroll,5xxx,Indirect,Budget,14766.08,GBP
2025-10-31,FY25,2025-10,UK,Finance,Payroll,5xxx,Indirect,Actual,14907.0,GBP
2025-10-31,FY25,2025-10,UK,HR,Payroll,5xxx,Indirect,Budget,9228.8,GBP
2025-10-31,FY25,2025-10,UK,HR,Payroll,5xxx,Indirect,Actual,9316.88,GBP
2025-10-31,FY25,2025-10,UK,Sales,Travel,5xxx,Indirect,Budget,2307.2,GBP
2025-10-31,FY25,2025-10,UK,Sales,Travel,5xxx,Indirect,Actual,2276.69,GBP
2025-10-31,FY25,2025-10,UK,Marketing,Travel,5xxx,Indirect,Budget,329.6,GBP
2025-10-31,FY25,2025-10,UK,Marketing,Travel,5xxx,Indirect,Actual,325.24,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,Travel,5xxx,Indirect,Budget,988.8,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,Travel,5xxx,Indirect,Actual,975.73,GBP
2025-10-31,FY25,2025-10,UK,Product,Travel,5xxx,Indirect,Budget,659.2,GBP
2025-10-31,FY25,2025-10,UK,Product,Travel,5xxx,Indirect,Actual,650.48,GBP
2025-10-31,FY25,2025-10,UK,Engineering,Travel,5xxx,Indirect,Budget,988.8,GBP
2025-10-31,FY25,2025-10,UK,Engineering,Travel,5xxx,Indirect,Actual,975.73,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,Travel,5xxx,Indirect,Budget,461.44,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,Travel,5xxx,Indirect,Actual,455.34,GBP
2025-10-31,FY25,2025-10,UK,Finance,Travel,5xxx,Indirect,Budget,527.36,GBP
2025-10-31,FY25,2025-10,UK,Finance,Travel,5xxx,Indirect,Actual,520.39,GBP
2025-10-31,FY25,2025-10,UK,HR,Travel,5xxx,Indirect,Budget,329.6,GBP
2025-10-31,FY25,2025-10,UK,HR,Travel,5xxx,Indirect,Actual,325.24,GBP
2025-10-31,FY25,2025-10,UK,Sales,Warehousing and Distribution,5xxx,Direct,Budget,2307.2,GBP
2025-10-31,FY25,2025-10,UK,Sales,Warehousing and Distribution,5xxx,Direct,Actual,2294.3,GBP
2025-10-31,FY25,2025-10,UK,Marketing,Warehousing and Distribution,5xxx,Direct,Budget,329.6,GBP
2025-10-31,FY25,2025-10,UK,Marketing,Warehousing and Distribution,5xxx,Direct,Actual,327.76,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,Warehousing and Distribution,5xxx,Direct,Budget,988.8,GBP
2025-10-31,FY25,2025-10,UK,Customer Success,Warehousing and Distribution,5xxx,Direct,Actual,983.27,GBP
2025-10-31,FY25,2025-10,UK,Product,Warehousing and Distribution,5xxx,Direct,Budget,659.2,GBP
2025-10-31,FY25,2025-10,UK,Product,Warehousing and Distribution,5xxx,Direct,Actual,655.51,GBP
2025-10-31,FY25,2025-10,UK,Engineering,Warehousing and Distribution,5xxx,Direct,Budget,988.8,GBP
2025-10-31,FY25,2025-10,UK,Engineering,Warehousing and Distribution,5xxx,Direct,Actual,983.27,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,Warehousing and Distribution,5xxx,Direct,Budget,461.44,GBP
2025-10-31,FY25,2025-10,UK,IT Ops,Warehousing and Distribution,5xxx,Direct,Actual,458.86,GBP
2025-10-31,FY25,2025-10,UK,Finance,Warehousing and Distribution,5xxx,Direct,Budget,527.36,GBP
2025-10-31,FY25,2025-10,UK,Finance,Warehousing and Distribution,5xxx,Direct,Actual,524.41,GBP
2025-10-31,FY25,2025-10,UK,HR,Warehousing and Distribution,5xxx,Direct,Budget,329.6,GBP
2025-10-31,FY25,2025-10,UK,HR,Warehousing and Distribution,5xxx,Direct,Actual,327.76,GBP
2025-11-30,FY25,2025-11,UK,Sales,Cost of Sales,5xxx,Direct,Budget,62899.2,GBP
2025-11-30,FY25,2025-11,UK,Sales,Cost of Sales,5xxx,Direct,Actual,61982.39,GBP
2025-11-30,FY25,2025-11,UK,Marketing,Cost of Sales,5xxx,Direct,Budget,8985.6,GBP
2025-11-30,FY25,2025-11,UK,Marketing,Cost of Sales,5xxx,Direct,Actual,8854.63,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,Cost of Sales,5xxx,Direct,Budget,26956.8,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,Cost of Sales,5xxx,Direct,Actual,26563.88,GBP
2025-11-30,FY25,2025-11,UK,Product,Cost of Sales,5xxx,Direct,Budget,17971.2,GBP
2025-11-30,FY25,2025-11,UK,Product,Cost of Sales,5xxx,Direct,Actual,17709.25,GBP
2025-11-30,FY25,2025-11,UK,Engineering,Cost of Sales,5xxx,Direct,Budget,26956.8,GBP
2025-11-30,FY25,2025-11,UK,Engineering,Cost of Sales,5xxx,Direct,Actual,26563.88,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,Cost of Sales,5xxx,Direct,Budget,12579.84,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,Cost of Sales,5xxx,Direct,Actual,12396.48,GBP
2025-11-30,FY25,2025-11,UK,Finance,Cost of Sales,5xxx,Direct,Budget,14376.96,GBP
2025-11-30,FY25,2025-11,UK,Finance,Cost of Sales,5xxx,Direct,Actual,14167.4,GBP
2025-11-30,FY25,2025-11,UK,HR,Cost of Sales,5xxx,Direct,Budget,8985.6,GBP
2025-11-30,FY25,2025-11,UK,HR,Cost of Sales,5xxx,Direct,Actual,8854.63,GBP
2025-11-30,FY25,2025-11,UK,Sales,Marketing,5xxx,Indirect,Budget,41932.8,GBP
2025-11-30,FY25,2025-11,UK,Sales,Marketing,5xxx,Indirect,Actual,41918.92,GBP
2025-11-30,FY25,2025-11,UK,Marketing,Marketing,5xxx,Indirect,Budget,5990.4,GBP
2025-11-30,FY25,2025-11,UK,Marketing,Marketing,5xxx,Indirect,Actual,5988.42,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,Marketing,5xxx,Indirect,Budget,17971.2,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,Marketing,5xxx,Indirect,Actual,17965.25,GBP
2025-11-30,FY25,2025-11,UK,Product,Marketing,5xxx,Indirect,Budget,11980.8,GBP
2025-11-30,FY25,2025-11,UK,Product,Marketing,5xxx,Indirect,Actual,11976.84,GBP
2025-11-30,FY25,2025-11,UK,Engineering,Marketing,5xxx,Indirect,Budget,17971.2,GBP
2025-11-30,FY25,2025-11,UK,Engineering,Marketing,5xxx,Indirect,Actual,17965.25,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,Marketing,5xxx,Indirect,Budget,8386.56,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,Marketing,5xxx,Indirect,Actual,8383.78,GBP
2025-11-30,FY25,2025-11,UK,Finance,Marketing,5xxx,Indirect,Budget,9584.64,GBP
2025-11-30,FY25,2025-11,UK,Finance,Marketing,5xxx,Indirect,Actual,9581.47,GBP
2025-11-30,FY25,2025-11,UK,HR,Marketing,5xxx,Indirect,Budget,5990.4,GBP
2025-11-30,FY25,2025-11,UK,HR,Marketing,5xxx,Indirect,Actual,5988.42,GBP
2025-11-30,FY25,2025-11,UK,Sales,IT Services,5xxx,Indirect,Budget,13977.6,GBP
2025-11-30,FY25,2025-11,UK,Sales,IT Services,5xxx,Indirect,Actual,14264.69,GBP
2025-11-30,FY25,2025-11,UK,Marketing,IT Services,5xxx,Indirect,Budget,1996.8,GBP
2025-11-30,FY25,2025-11,UK,Marketing,IT Services,5xxx,Indirect,Actual,2037.81,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,IT Services,5xxx,Indirect,Budget,5990.4,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,IT Services,5xxx,Indirect,Actual,6113.44,GBP
2025-11-30,FY25,2025-11,UK,Product,IT Services,5xxx,Indirect,Budget,3993.6,GBP
2025-11-30,FY25,2025-11,UK,Product,IT Services,5xxx,Indirect,Actual,4075.63,GBP
2025-11-30,FY25,2025-11,UK,Engineering,IT Services,5xxx,Indirect,Budget,5990.4,GBP
2025-11-30,FY25,2025-11,UK,Engineering,IT Services,5xxx,Indirect,Actual,6113.44,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,IT Services,5xxx,Indirect,Budget,2795.52,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,IT Services,5xxx,Indirect,Actual,2852.94,GBP
2025-11-30,FY25,2025-11,UK,Finance,IT Services,5xxx,Indirect,Budget,3194.88,GBP
2025-11-30,FY25,2025-11,UK,Finance,IT Services,5xxx,Indirect,Actual,3260.5,GBP
2025-11-30,FY25,2025-11,UK,HR,IT Services,5xxx,Indirect,Budget,1996.8,GBP
2025-11-30,FY25,2025-11,UK,HR,IT Services,5xxx,Indirect,Actual,2037.81,GBP
2025-11-30,FY25,2025-11,UK,Sales,Professional Services,5xxx,Direct,Budget,13977.6,GBP
2025-11-30,FY25,2025-11,UK,Sales,Professional Services,5xxx,Direct,Actual,13716.97,GBP
2025-11-30,FY25,2025-11,UK,Marketing,Professional Services,5xxx,Direct,Budget,1996.8,GBP
2025-11-30,FY25,2025-11,UK,Marketing,Professional Services,5xxx,Direct,Actual,1959.57,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,Professional Services,5xxx,Direct,Budget,5990.4,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,Professional Services,5xxx,Direct,Actual,5878.7,GBP
2025-11-30,FY25,2025-11,UK,Product,Professional Services,5xxx,Direct,Budget,3993.6,GBP
2025-11-30,FY25,2025-11,UK,Product,Professional Services,5xxx,Direct,Actual,3919.13,GBP
2025-11-30,FY25,2025-11,UK,Engineering,Professional Services,5xxx,Direct,Budget,5990.4,GBP
2025-11-30,FY25,2025-11,UK,Engineering,Professional Services,5xxx,Direct,Actual,5878.7,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,Professional Services,5xxx,Direct,Budget,2795.52,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,Professional Services,5xxx,Direct,Actual,2743.39,GBP
2025-11-30,FY25,2025-11,UK,Finance,Professional Services,5xxx,Direct,Budget,3194.88,GBP
2025-11-30,FY25,2025-11,UK,Finance,Professional Services,5xxx,Direct,Actual,3135.31,GBP
2025-11-30,FY25,2025-11,UK,HR,Professional Services,5xxx,Direct,Budget,1996.8,GBP
2025-11-30,FY25,2025-11,UK,HR,Professional Services,5xxx,Direct,Actual,1959.57,GBP
2025-11-30,FY25,2025-11,UK,Sales,Payroll,5xxx,Indirect,Budget,65228.8,GBP
2025-11-30,FY25,2025-11,UK,Sales,Payroll,5xxx,Indirect,Actual,66249.3,GBP
2025-11-30,FY25,2025-11,UK,Marketing,Payroll,5xxx,Indirect,Budget,9318.4,GBP
2025-11-30,FY25,2025-11,UK,Marketing,Payroll,5xxx,Indirect,Actual,9464.19,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,Payroll,5xxx,Indirect,Budget,27955.2,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,Payroll,5xxx,Indirect,Actual,28392.56,GBP
2025-11-30,FY25,2025-11,UK,Product,Payroll,5xxx,Indirect,Budget,18636.8,GBP
2025-11-30,FY25,2025-11,UK,Product,Payroll,5xxx,Indirect,Actual,18928.37,GBP
2025-11-30,FY25,2025-11,UK,Engineering,Payroll,5xxx,Indirect,Budget,27955.2,GBP
2025-11-30,FY25,2025-11,UK,Engineering,Payroll,5xxx,Indirect,Actual,28392.56,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,Payroll,5xxx,Indirect,Budget,13045.76,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,Payroll,5xxx,Indirect,Actual,13249.86,GBP
2025-11-30,FY25,2025-11,UK,Finance,Payroll,5xxx,Indirect,Budget,14909.44,GBP
2025-11-30,FY25,2025-11,UK,Finance,Payroll,5xxx,Indirect,Actual,15142.7,GBP
2025-11-30,FY25,2025-11,UK,HR,Payroll,5xxx,Indirect,Budget,9318.4,GBP
2025-11-30,FY25,2025-11,UK,HR,Payroll,5xxx,Indirect,Actual,9464.19,GBP
2025-11-30,FY25,2025-11,UK,Sales,Travel,5xxx,Indirect,Budget,2329.6,GBP
2025-11-30,FY25,2025-11,UK,Sales,Travel,5xxx,Indirect,Actual,2277.77,GBP
2025-11-30,FY25,2025-11,UK,Marketing,Travel,5xxx,Indirect,Budget,332.8,GBP
2025-11-30,FY25,2025-11,UK,Marketing,Travel,5xxx,Indirect,Actual,325.4,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,Travel,5xxx,Indirect,Budget,998.4,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,Travel,5xxx,Indirect,Actual,976.19,GBP
2025-11-30,FY25,2025-11,UK,Product,Travel,5xxx,Indirect,Budget,665.6,GBP
2025-11-30,FY25,2025-11,UK,Product,Travel,5xxx,Indirect,Actual,650.79,GBP
2025-11-30,FY25,2025-11,UK,Engineering,Travel,5xxx,Indirect,Budget,998.4,GBP
2025-11-30,FY25,2025-11,UK,Engineering,Travel,5xxx,Indirect,Actual,976.19,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,Travel,5xxx,Indirect,Budget,465.92,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,Travel,5xxx,Indirect,Actual,455.55,GBP
2025-11-30,FY25,2025-11,UK,Finance,Travel,5xxx,Indirect,Budget,532.48,GBP
2025-11-30,FY25,2025-11,UK,Finance,Travel,5xxx,Indirect,Actual,520.63,GBP
2025-11-30,FY25,2025-11,UK,HR,Travel,5xxx,Indirect,Budget,332.8,GBP
2025-11-30,FY25,2025-11,UK,HR,Travel,5xxx,Indirect,Actual,325.4,GBP
2025-11-30,FY25,2025-11,UK,Sales,Warehousing and Distribution,5xxx,Direct,Budget,2329.6,GBP
2025-11-30,FY25,2025-11,UK,Sales,Warehousing and Distribution,5xxx,Direct,Actual,2375.44,GBP
2025-11-30,FY25,2025-11,UK,Marketing,Warehousing and Distribution,5xxx,Direct,Budget,332.8,GBP
2025-11-30,FY25,2025-11,UK,Marketing,Warehousing and Distribution,5xxx,Direct,Actual,339.35,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,Warehousing and Distribution,5xxx,Direct,Budget,998.4,GBP
2025-11-30,FY25,2025-11,UK,Customer Success,Warehousing and Distribution,5xxx,Direct,Actual,1018.04,GBP
2025-11-30,FY25,2025-11,UK,Product,Warehousing and Distribution,5xxx,Direct,Budget,665.6,GBP
2025-11-30,FY25,2025-11,UK,Product,Warehousing and Distribution,5xxx,Direct,Actual,678.7,GBP
2025-11-30,FY25,2025-11,UK,Engineering,Warehousing and Distribution,5xxx,Direct,Budget,998.4,GBP
2025-11-30,FY25,2025-11,UK,Engineering,Warehousing and Distribution,5xxx,Direct,Actual,1018.04,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,Warehousing and Distribution,5xxx,Direct,Budget,465.92,GBP
2025-11-30,FY25,2025-11,UK,IT Ops,Warehousing and Distribution,5xxx,Direct,Actual,475.09,GBP
2025-11-30,FY25,2025-11,UK,Finance,Warehousing and Distribution,5xxx,Direct,Budget,532.48,GBP
2025-11-30,FY25,2025-11,UK,Finance,Warehousing and Distribution,5xxx,Direct,Actual,542.96,GBP
2025-11-30,FY25,2025-11,UK,HR,Warehousing and Distribution,5xxx,Direct,Budget,332.8,GBP
2025-11-30,FY25,2025-11,UK,HR,Warehousing and Distribution,5xxx,Direct,Actual,339.35,GBP
2025-12-31,FY25,2025-12,UK,Sales,Cost of Sales,5xxx,Direct,Budget,62294.4,GBP
2025-12-31,FY25,2025-12,UK,Sales,Cost of Sales,5xxx,Direct,Actual,61324.13,GBP
2025-12-31,FY25,2025-12,UK,Marketing,Cost of Sales,5xxx,Direct,Budget,8899.2,GBP
2025-12-31,FY25,2025-12,UK,Marketing,Cost of Sales,5xxx,Direct,Actual,8760.59,GBP
2025-12-31,FY25,2025-12,UK,Customer Success,Cost of Sales,5xxx,Direct,Budget,26697.6,GBP
2025-12-31,FY25,2025-12,UK,Customer Success,Cost of Sales,5xxx,Direct,Actual,26281.77,GBP
2025-12-31,FY25,2025-12,UK,Product,Cost of Sales,5xxx,Direct,Budget,17798.4,GBP
2025-12-31,FY25,2025-12,UK,Product,Cost of Sales,5xxx,Direct,Actual,17521.18,GBP
2025-12-31,FY25,2025-12,UK,Engineering,Cost of Sales,5xxx,Direct,Budget,26697.6,GBP
2025-12-31,FY25,2025-12,UK,Engineering,Cost of Sales,5xxx,Direct,Actual,26281.77,GBP
2025-12-31,FY25,2025-12,UK,IT Ops,Cost of Sales,5xxx,Direct,Budget,12458.88,GBP
2025-12-31,FY25,2025-12,UK,IT Ops,Cost of Sales,5xxx,Direct,Actual,12264.83,GBP
2025-12-31,FY25,2025-12,UK,Finance,Cost of Sales,5xxx,Direct,Budget,14238.72,GBP
2025-12-31,FY25,2025-12,UK,Finance,Cost of Sales,5xxx,Direct,Actual,14016.94,GBP
2025-12-31,FY25,2025-12,UK,HR,Cost of Sales,5xxx,Direct,Budget,8899.2,GBP
2025-12-31,FY25,2025-12,UK,HR,Cost of Sales,5xxx,Direct,Actual,8760.59,GBP
2025-12-31,FY25,2025-12,UK,Sales,Marketing,5xxx,Indirect,Budget,41529.6,GBP
